type, x coordinate, y coordinate
a, 36.8026, 35.4496
a, 36.8253, 35.915
a, 37.1564, 36.4017
a, 36.7929, 35.6536
a, 37.2913, 35.6284
a, 36.8363, 36.0421
a, 36.2509, 36.8425
a, 36.7923, 35.8945
a, 36.9134, 35.7528
a, 36.71, 35.5065
a, 36.9777, 35.9287
a, 36.8029, 35.958
a, 36.8318, 35.7759
a, 36.9169, 36.1097
a, 36.9166, 35.6632
a, 36.8971, 36.0377
a, 36.009, 35.1578
a, 36.8588, 36.0072
a, 37.2579, 35.5248
a, 36.7919, 35.8518
a, 36.7652, 35.6528
a, 37.6872, 36.5693
a, 36.8479, 36.0209
a, 36.7949, 35.9013
a, 37.6424, 35.4809
a, 36.2756, 35.6745
a, 36.9517, 36.1428
a, 36.8031, 35.6396
a, 36.1357, 36.1615
a, 36.7982, 35.819
a, 36.7613, 35.9564
a, 35.1103, 36.4144
a, 36.8644, 36.0482
a, 36.802, 36.0141
a, 36.7645, 35.7512
a, 36.7684, 35.8948
a, 36.9748, 36.1736
a, 37.2328, 36.245
a, 36.7884, 35.4821
a, 36.8302, 35.4661
a, 36.8105, 35.8442
a, 36.8956, 36.0138
a, 36.7987, 36.0026
a, 37.0525, 36.2211
a, 37.2127, 35.9799
a, 36.8507, 36.0428
a, 36.7516, 35.4148
a, 36.8555, 35.5202
a, 36.8251, 35.4679
a, 35.9187, 37.0597
a, 37.0574, 36.2434
a, 36.7741, 35.9396
a, 37.6563, 35.4624
a, 36.7841, 36.0092
a, 36.7166, 35.6227
a, 36.8253, 35.9861
a, 35.9279, 37.0011
a, 36.9648, 36.1496
a, 37.1162, 36.0156
a, 36.7956, 36.0047
a, 36.8196, 35.9381
a, 36.8244, 38.1421
a, 36.7989, 35.9875
a, 36.7821, 35.965
a, 36.8945, 35.8543
a, 36.7919, 35.8075
a, 37.1508, 36.3667
a, 36.5771, 35.5986
a, 36.8049, 35.986
a, 36.7647, 36.009
a, 36.8408, 36.006
a, 36.9013, 36.0613
a, 36.75, 35.9457
a, 39.7696, 32.7765
a, 36.7988, 35.9139
a, 36.7887, 36.003
a, 36.7922, 35.8687
a, 40.047, 37.4839
a, 36.8815, 36.0291
a, 36.9071, 35.9676
a, 36.7166, 35.8331
a, 36.8125, 35.9096
a, 36.7658, 35.9467
a, 35.9034, 36.7241
a, 37.0473, 36.0815
a, 36.5108, 36.1969
a, 36.8738, 35.4682
a, 36.8667, 36.1069
a, 36.7849, 35.4474
a, 37.315, 35.594
a, 37.8454, 36.205
a, 35.9833, 37.0104
a, 36.8768, 35.7689
a, 36.9064, 35.96
a, 37.131, 36.1026
a, 36.7905, 35.8563
a, 36.7005, 35.7362
a, 36.8177, 36.0586
a, 36.7782, 35.8549
a, 36.7982, 35.9027
a, 36.7961, 36.0866
a, 36.8232, 35.8682
a, 36.8739, 35.852
a, 36.9152, 36.0414
a, 36.8755, 35.8979
a, 36.8009, 35.963
a, 36.8363, 36.034
a, 36.7756, 35.8502
a, 36.7543, 36.0877
a, 36.7987, 35.9137
a, 36.5398, 36.3334
a, 36.7984, 35.917
a, 37.0032, 36.0444
a, 36.8934, 36.0724
a, 36.8103, 35.9855
a, 36.79, 35.9629
a, 36.8074, 36.01
a, 37.033, 36.2216
a, 36.8191, 36.0107
a, 36.7715, 35.9348
a, 36.8628, 35.8419
a, 36.5988, 36.0547
a, 36.8242, 35.7523
a, 36.8277, 36.0657
a, 36.8062, 36.0616
a, 36.8713, 35.856
a, 36.8861, 36.0446
a, 37.1139, 35.9951
a, 37.1625, 36.4383
a, 36.813, 35.8521
a, 36.8091, 35.9555
a, 36.1967, 36.5599
a, 29.8575, 36.0107
a, 36.734, 35.3325
a, 36.7693, 38.059
a, 36.0324, 37.0303
a, 36.7992, 35.9111
a, 36.7688, 36.0125
a, 36.8731, 35.9723
a, 36.9081, 36.0685
a, 36.6544, 36.0955
a, 36.8113, 36.0137
a, 37.3606, 36.1161
a, 36.1025, 37.76
a, 36.8916, 36.0191
a, 36.8075, 35.5116
a, 36.7191, 35.612
a, 37.0643, 36.2535
a, 36.8798, 36.0738
a, 36.8029, 35.9689
a, 37.632, 36.1888
a, 36.8054, 35.889
a, 36.7999, 35.8378
a, 36.8819, 35.7998
a, 36.7889, 35.9234
a, 36.7517, 35.5637
a, 44.3205, 34.9487
a, 53.2751, 31.6945
a, 36.8547, 35.8488
a, 36.8035, 35.9581
a, 36.7563, 35.9324
a, 36.7662, 35.7161
a, 36.7982, 35.8436
a, 36.7817, 35.968
a, 36.9052, 36.041
a, 36.806, 35.9427
a, 37.0357, 36.033
a, 36.7948, 35.4004
a, 36.8174, 36.0117
a, 36.8053, 35.9684
a, 36.8254, 36.126
a, 36.7873, 35.9999
a, 36.8401, 36.0021
