type, x coordinate, y coordinate
a, 31.2792, 31.7968
a, 30.0402, 32.3137
a, 30.9891, 33.3737
a, 31.5739, 32.0722
a, 30.9496, 32.2734
a, 30.9592, 32.2746
a, 30.911, 32.1318
a, 30.7678, 33.2825
a, 31.0675, 32.3753
a, 29.6368, 31.9493
a, 24.9199, 27.5232
a, 30.8337, 32.3982
a, 30.7861, 33.3614
a, 30.7054, 32.1548
a, 30.8003, 33.9452
a, 30.7969, 33.3375
a, 29.9985, 31.3677
a, 30.9285, 32.9008
a, 40.121, 43.1598
a, 40.8886, 17.2642
a, 30.9897, 31.6672
a, 30.9055, 32.2001
a, 21.4592, 42.7379
a, 39.7431, 37.5686
a, 30.9465, 33.24
a, 30.7552, 27.4175
a, 19.0752, 37.1773
a, 30.9541, 32.3197
a, 30.835, 33.2833
a, 30.7598, 33.3895
a, 30.7928, 33.3418
a, 30.9713, 32.1756
a, 35.3244, 39.5162
a, 31.5643, 32.1469
a, 31.0373, 32.2584
a, 31.0087, 33.2706
a, 30.8983, 33.2914
a, 29.1016, 31.4109
a, 30.7547, 32.1955
a, 31.0842, 32.1568
a, 30.5791, 32.4074
a, 31.0388, 32.2822
a, 33.417, 30.8486
a, 30.8232, 31.3966
a, 30.9089, 32.4082
a, 30.372, 32.9736
a, 30.6323, 33.3188
a, 30.3748, 32.4117
a, 30.911, 33.1483
a, 30.9967, 33.3629
a, 30.8042, 33.2557
a, 30.9093, 32.4217
a, 30.9344, 32.1622
a, 32.4509, 31.2452
a, 31.0785, 33.4747
a, 30.9677, 32.2475
a, 30.6605, 33.2567
a, 30.8835, 32.5424
a, 30.7589, 32.7427
a, 30.9202, 33.0913
a, 27.6436, 31.5177
a, 28.6086, 32.1264
a, 30.8668, 32.199
a, 31.6528, 32.118
a, 30.6857, 33.3647
a, 30.0118, 31.3947
a, 34.901, 27.6606
a, 31.0916, 32.1338
a, 30.9151, 32.4081
a, 30.8992, 33.2091
a, 30.1007, 33.8141
a, 31.2431, 32.2721
a, 30.3574, 32.5035
a, 32.279, 31.375
a, 36.0993, 36.1264
a, 30.8532, 33.1321
a, 30.9095, 32.394
a, 30.933, 32.3474
a, 30.9205, 33.1943
a, 30.8625, 33.3657
a, 31.1547, 32.3054
a, 30.368, 32.9951
a, 30.9901, 32.1086
a, 30.7902, 33.1466
a, 30.8662, 32.651
a, 30.2872, 31.6542
a, 30.5616, 32.5467
a, 29.6233, 32.116
a, 29.7011, 31.7787
a, 31.2704, 32.2788
a, 29.9006, 32.557
a, 30.8231, 32.2426
a, 30.7284, 32.2924
a, 30.7785, 33.3697
a, 30.9146, 32.3548
a, 31.2141, 32.2666
a, 30.6247, 35.4211
a, 30.9123, 32.4087
a, 30.6376, 33.3066
a, 31.1466, 32.2553
a, 30.9333, 32.3903
a, 34.4413, 32.5804
a, 31.0431, 32.2236
a, 30.6236, 35.3438
a, 33.8982, 40.5572
a, 31.3048, 31.6063
a, 31.0727, 32.1548
a, 30.754, 33.092
a, 30.6728, 33.3765
a, 30.0822, 32.3142
a, 31.2967, 32.0823
a, 30.9664, 32.3039
a, 30.8907, 32.4374
a, 30.6486, 33.3835
a, 30.8388, 32.4981
a, 31.2041, 32.2621
a, 30.9768, 32.1431
a, 30.5152, 33.5173
a, 30.9022, 32.4321
a, 23.0254, 46.699
a, 31.205, 32.3238
a, 30.9082, 32.5431
a, 30.4436, 32.3426
a, 30.7738, 33.2864
a, 36.2912, 26.2914
a, 30.9187, 32.4178
a, 31.0339, 31.9922
a, 31.5251, 32.0295
a, 31.4196, 32.0535
a, 30.7861, 33.3613
a, 31.0872, 31.5609
a, 30.6544, 33.8148
a, 31.0864, 32.2222
a, 30.6216, 33.2521
a, 30.9431, 33.285
a, 32.3377, 34.2418
a, 30.5759, 32.3525
a, 29.4687, 31.8056
a, 30.9754, 33.3858
a, 30.5779, 33.1865
a, 31.3254, 31.6385
a, 36.5255, 30.6149
a, 30.9846, 33.346
a, 31.0624, 31.3351
a, 31.5966, 32.1241
a, 30.5663, 32.5853
a, 30.5652, 32.606
a, 30.8794, 33.2374
a, 31.0034, 33.2749
a, 30.921, 32.3564
a, 30.9536, 33.2368
a, 30.9439, 32.324
a, 15.3004, 20.682
a, 29.77, 32.3481
a, 30.7863, 32.0537
a, 27.4119, 27.7532
a, 32.3197, 32.5498
a, 30.9283, 33.2202
a, 29.8132, 32.1694
a, 32.3566, 35.8627
a, 30.843, 33.1148
a, 30.8461, 32.2334
a, 30.989, 33.4336
a, 31.0268, 32.2917
a, 31.0772, 32.2105
a, 30.9524, 32.3232
a, 30.794, 33.4369
a, 30.8075, 33.3332
a, 31.6173, 32.0977
a, 31.2078, 32.2632
a, 31.0732, 32.3144
a, 31.2068, 32.2622
a, 15.1677, 45.6307
a, 30.6513, 31.9785
a, 32.266, 31.491
a, 15.7128, 21.9737
a, 30.7604, 31.4984
a, 30.3463, 32.2203
a, 30.4301, 32.027
a, 31.1378, 32.2529
a, 30.9864, 32.1773
a, 30.7749, 33.3671
a, 30.9119, 32.1603
a, 30.9915, 33.4353
a, 30.8306, 33.4311
a, 31.2589, 31.5541
a, 35.8261, 27.2898
a, 30.7547, 33.5043
a, 31.0267, 32.2599
a, 30.9916, 32.2692
a, 29.8076, 32.2835
a, 30.8305, 33.4311
a, 31.2951, 32.0753
a, 31.2056, 32.2627
a, 31.1619, 31.7246
a, 31.0666, 32.9159
a, 30.4606, 32.0822
a, 30.7312, 32.3102
a, 30.8621, 32.16
a, 35.0025, 34.9697
a, 30.9461, 32.2649
a, 30.9891, 32.2327
a, 31.1557, 32.3066
a, 31.0349, 32.2952
a, 30.6543, 33.0908
a, 29.1166, 31.4157
a, 25.5069, 33.1676
a, 31.7193, 33.0687
a, 30.7722, 32.1861
a, 26.4141, 30.7259
a, 30.8521, 33.7909
a, 31.1617, 32.2363
a, 30.9084, 32.433
a, 31.2827, 31.697
a, 30.9634, 32.17
a, 31.0588, 32.159
a, 30.6552, 33.4351
a, 31.1955, 32.2604
a, 24.8156, 34.169
a, 30.9099, 32.4294
a, 30.6563, 33.3208
a, 30.9538, 33.2782
a, 30.9495, 31.6037
a, 31.1907, 32.2577
